old.acc	run	biosample	taxid	size	isolation	geolocation	coords	phylum	order	family	genus	species	habitat	laboratory	libstrat	libsource	assembly_suyo	bases
SRS4202304	SRR8386721	SRS4202304	242754	3.4345703125	Adult colony in Singapore	Singapore: Pulau Hantu	NA	Cnidaria	Scleractinia	Merulinidae	Cyphastrea	Cyphastrea serailia	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	9773853200
SRS4117924	SRR8293935	SRS4117924	151771	5.119140625	individual from underwater near Seogwipo, Jeju Island, South Korea	South Korea: Jeju Island	NA	Cnidaria	Alcyonacea	Nephtheidae	Dendronephthya	Dendronephthya gigantea	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	11400453376
SRS843810	SRR1799870	SRS843810	1611826	1.4130859375	Central Red Sea	Saudi Arabia	NA	Cnidaria	Scleractinia	Dendrophylliidae	Dendrophyllia	Dendrophyllia sp.	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	3349201208
SRS674464	SRR1548358	SRS674464	1521553	3.3623046875	NA	USA: Pacific Ocean, Monterey Bay, CA	35.48 N 123.64 W	Cnidaria	Siphonophorae	Prayidae	Desmophyes	Desmophyes sp.	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	5046632800
SRS3708496	SRR7746668	SRS3708496	174260	6.77734375	bucket at 22 C	Atlantic Ocean:Gulf of Mexico	26.3407 N 84.7639 W	Cnidaria	Scleractinia	Caryophylliidae	Desmophyllum	Desmophyllum pertusum	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	15503416495
SRS4121168	SRR8297741	SRS4121168	1789172	2.1650390625	intertidal zone	New Zealand: Auckland	NA	Cnidaria	Actiniaria	Diadumenidae	Diadumene	Diadumene lineata	Intertidal zone	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	6336951000
SRS2868895	SRR6512864	SRS2868895	316177	4.265625	collected via blue water SCUBA	USA: Pacific Ocean, Monterey Bay, CA	35.93 N 122.93 W	Cnidaria	Siphonophorae	Diphyidae	Diphyes	Diphyes dispar	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	10951521734
SRS4202303	SRR8386722	SRS4202303	214969	3.0546875	Adult colony in Singapore	Singapore: Pulau Hantu	NA	Cnidaria	Scleractinia	Diploastreidae	Diploastrea	Diploastrea heliopora	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	8810371600
ERS1993269	ERR2190350	ERS1993269	1869259	18.94921875	NA	NA	NA	Cnidaria	Scleractinia	Merulinidae	Dipsastraea	Dipsastraea favus	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	47832117800
SRS1095991	SRR2566729	SRS1095991	1869260	2.0966796875	not applicable	Japan:Okinawa	NA	Cnidaria	Scleractinia	Merulinidae	Dipsastraea	Dipsastraea lizardensis	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	3398928696
SRS4201682	SRR8386111	SRS4201682	1869261	3.501953125	NA	Hong Kong	NA	Cnidaria	Scleractinia	Merulinidae	Dipsastraea	Dipsastraea rotumana	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	8608372200
SRS1879112	SRR5131541	SRS1879112	86599	2.1259765625	NA	Mediterranean Sea	35 N 18 E	Cnidaria	Corallimorpharia	Discosomidae	Discosoma	Discosoma sp.	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	4687694125
SRS452829	SRR923510	SRS452829	264052	8.8671875	NA	NA	NA	Cnidaria	Anthoathecata	Tubulariidae	Ectopleura	Ectopleura larynx	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	14373912768
SRS2429352	SRR5931774	SRS2429352	2025577	5.5263671875	NA	Sweden	NA	Cnidaria	Actiniaria	Edwardsiidae	Edwardsiella	Edwardsiella carnea	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	9497796388
SRS841815	SRR1795746	SRS841815	1262131	1.7724609375	Central Red Sea	Saudi Arabia	NA	Cnidaria	Scleractinia	Dendrophylliidae	Eguchipsammia	Eguchipsammia fistula	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	3176417074
ERS1836181	ERR2045171	ERS1836181	6118	1.951171875	NA	NA	NA	Cnidaria	Actiniaria	Actiniidae	Entacmaea	Entacmaea quadricolor	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	4349947298
SRS674467	SRR1548360	SRS674467	1521551	3.9609375	NA	USA: Pacific Ocean, Monterey Bay, CA	36.61 N 122.38 W	Cnidaria	Siphonophorae	Erennidae	Erenna	Erenna richardi	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	5955309400
SRS7564380	SRR12876632	SRS7564380	437162	2.1416015625	coral reef	USA:Puerto Rico	NA	Cnidaria	Alcyonacea	Plexauridae	Eunicea	Eunicea flexuosa	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	3293919000
SRS4897345	SRR9221857	SRS4897345	2652724	1.75390625	Carolina Biological	USA:North Carolina	NA	Cnidaria	Actiniaria	Aiptasiidae	Exaiptasia	Exaiptasia diaphana	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	3654719744
SRS4201683	SRR8386110	SRS4201683	1869264	3.48828125	NA	Hong Kong	NA	Cnidaria	Scleractinia	Merulinidae	Favites	Favites acuticollis	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	8570574000
SRS7504393	SRR12807113	SRS7504393	2059673	1.1748046875	not applicable	Philippines: Bolinao	NA	Cnidaria	Scleractinia	Merulinidae	Favites	Favites colemani	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	3516943826
SRS4202299	SRR8386726	SRS4202299	46750	3.5380859375	Adult colony in Singapore	Singapore: Pulau Hantu	NA	Cnidaria	Scleractinia	Caryophylliidae	Fimbriaphyllia	Fimbriaphyllia ancora	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	9973860200
SRS2836899	SRR6474819	SRS2836899	1768225	1.5009765625	RNA-seq	Israel: Red Sea, Eilat	NA	Cnidaria	Scleractinia	Caryophylliidae	Fimbriaphyllia	Fimbriaphyllia paradivisa	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	4878034976
SRS674468	SRR1548361	SRS674468	316178	3.3583984375	NA	USA: Pacific Ocean, Monterey Bay, CA	36.80 N 122.00 W	Cnidaria	Siphonophorae	Forskaliidae	Forskalia	Forskalia asymmetrica	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	5055036800
SRS674471	SRR1548364	SRS674471	1521549	3.203125	NA	USA: Pacific Ocean, Monterey Bay, CA	36.69 N 122.05 W	Cnidaria	Siphonophorae	Agalmatidae	Frillagalma	Frillagalma vityazi	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	5479763400
SRS1785828	SRR4996193	SRS1785828	1888344	13.1748046875	live specimen	Australia: Central Great Barrier Reef, Davies Reef	18.816667 S 146.616667 E	Cnidaria	Scleractinia	Euphylliidae	Galaxea	Galaxea acrhelia	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	29001251468
SRS4202297	SRR8386728	SRS4202297	154325	3.294921875	Adult colony in Singapore	Singapore: Pulau Hantu	NA	Cnidaria	Scleractinia	Euphylliidae	Galaxea	Galaxea astreata	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	9359551000
SRS1372430	SRR3575056	SRS1372430	46745	2.765625	not applicable	China: east and west coast of Hainan island	19.2011 N 110.6326 E	Cnidaria	Scleractinia	Euphylliidae	Galaxea	Galaxea fascicularis	Marine	FALSE	RNA-Seq	METATRANSCRIPTOMIC	FALSE	7343202600
SRS4202294	SRR8386731	SRS4202294	465062	2.8369140625	Adult colony in Singapore	Singapore: Pulau Satumu	NA	Cnidaria	Scleractinia	Merulinidae	Goniastrea	Goniastrea retiformis	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	7969387000
SRS1758808	SRR4449115	SRS1758808	541198	13.0556640625	live specimen	Australia: Central Great Barrier Reef, Pandora Reef	18.800000 S 146.416667 E	Cnidaria	Scleractinia	Poritidae	Goniopora	Goniopora columna	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	31049915882
SRS4201680	SRR8386113	SRS4201680	1232264	3.3583984375	NA	Hong Kong	NA	Cnidaria	Scleractinia	Poritidae	Goniopora	Goniopora lobata	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	8020499100
SRS458019	SRR935079	SRS458019	204384	2.705078125	NA	NA	NA	Cnidaria	Alcyonacea	Gorgoniidae	Gorgonia	Gorgonia ventalina	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	4302555400
ERS1557937	ERR2248382	ERS1557937	1954221	1.64453125	NA	NA	NA	Cnidaria	Stauromedusae	Haliclystidae	Haliclystus	Haliclystus auricula	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	5555104028
SRS2868907	SRR6512852	SRS2868907	316183	2.9677734375	collected via remotely operated vehicle	USA: Gulf of California, CA	24.68 N 109.90 W	Cnidaria	Siphonophorae	Agalmatidae	Halistemma	Halistemma rubrum	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	5266222600
ERS6635903	ERR6178783	ERS6635903	86515	2.11328125	NA	NA	NA	Cnidaria	Helioporacea	Helioporidae	Heliopora	Heliopora coerulea	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	5193462400
SRS3714351	SRR7754566	SRS3714351	69463	5.8125	host muscles	USA: Oregon (Willamette River basin)	NA	Cnidaria	Bivalvulida	Myxobolidae	Henneguya	Henneguya salminicola	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	15582775568
SRS4202301	SRR8386724	SRS4202301	371667	3.546875	Adult colony in Singapore	Singapore: Pulau Hantu	NA	Cnidaria	Scleractinia	Fungiidae	Herpolitha	Herpolitha limax	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	10198802000
SRS891948	SRR1950633	SRS891948	175771	6.828125	NA	NA	NA	Cnidaria	Actiniaria	Stichodactylidae	Heteractis	Heteractis crispa	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	6975443600
SRS674478	SRR1548371	SRS674478	168745	4.755859375	NA	France: Mediterranean, Bay of Villefranche-sur-Mer	NA	Cnidaria	Siphonophorae	Hippopodiidae	Hippopodius	Hippopodius hippopus	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	7127650800
SRS4201684	SRR8386109	SRS4201684	154326	3.240234375	NA	Hong Kong	NA	Cnidaria	Scleractinia	Merulinidae	Hydnophora	Hydnophora exesa	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	7814903400
SRS6116171	SRR11037675	SRS6116171	6088	3.48046875	tumorous polyp	NA	NA	Cnidaria	Anthoathecata	Hydridae	Hydra	Hydra oligactis	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	7187313924
SRS5347969	SRR10058806	SRS5347969	6082	5.4462890625	fresh water	Australia	NA	Cnidaria	Anthoathecata	Hydridae	Hydra	Hydra viridissima	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	11457830532
SRS465246	SRR1024340	SRS465246	6087	5.3291015625	NA	NA	NA	Cnidaria	Anthoathecata	Hydridae	Hydra	Hydra vulgaris	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	8728907200
SRS4999418	SRR9332377	SRS4999418	35630	5.580078125	Roscoff, France	France: Roscoff	NA	Cnidaria	Anthoathecata	Hydractiniidae	Hydractinia	Hydractinia echinata	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	13522255488
SRS452828	SRR923509	SRS452828	589945	8.083984375	NA	NA	NA	Cnidaria	Anthoathecata	Hydractiniidae	Hydractinia	Hydractinia polyclina	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	13189497282
SRS599284	SRR1266261	SRS599284	13093	2.16015625	NA	NA	NA	Cnidaria	Anthoathecata	Hydractiniidae	Hydractinia	Hydractinia symbiolongicarpus	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	3396013900
SRS6670446	SRR11802641	SRS6670446	1240238	2.4052734375	NA	NA	NA	Cnidaria	Ceriantharia	Arachnactidae	Isarachnanthus	Isarachnanthus nocturnus	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	7757068500
SRS674479	SRR1548372	SRS674479	645391	4.83984375	NA	USA: Pacific Ocean, Monterey Bay, CA	36.36 N 122.81 W	Cnidaria	Siphonophorae	Clausophyidae	Kephyes	Kephyes sp.	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	8408935200
SRS621835	SRR1300899	SRS621835	269814	16.83203125	NA	Israel: Red sea, Eilat	29.55 N 34.95 E	Cnidaria	Multivalvulida	Kudoidae	Kudoa	Kudoa iwatai	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	30850643000
SRS4201679	SRR8386114	SRS4201679	498489	3.3671875	NA	Hong Kong	NA	Cnidaria	Scleractinia		Leptastrea	Leptastrea purpurea	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	8190431400
SRS674480	SRR1548373	SRS674480	326734	6.8466796875	NA	USA: Pacific Ocean, Monterey Bay, CA	36.69 N 122.04 W	Cnidaria	Siphonophorae	Prayidae	Lilyopsis	Lilyopsis fluoracantha	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	10371193600
SRS1405826	SRR3407335	SRS1405826	37524	4.0546875	missing	Guadeloupe: Sainte-Rose	NA	Cnidaria	Trachymedusae	Geryoniidae	Liriope	Liriope tetraphylla	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	6248836670
SRS4201678	SRR8386115	SRS4201678	486206	3.576171875	NA	Hong Kong	NA	Cnidaria	Scleractinia	Fungiidae	Lithophyllon	Lithophyllon undulatum	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	8592840600
SRS1060044	SRR2300562	SRS1060044	46714	2.2119140625	Coconut Island	USA: HI	NA	Cnidaria	Scleractinia	Fungiidae	Lobactis	Lobactis scutaria	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	3477406871
SRS4202298	SRR8386727	SRS4202298	1917253	3.29296875	Adult colony in Singapore	Singapore: Pulau Hantu	NA	Cnidaria	Scleractinia	Lobophylliidae	Lobophyllia	Lobophyllia radians	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	8885637400
ERS1511604	ERR2248383	ERS1511604	1843199	2.328125	NA	USA	42.98852 N 70.61437 W	Cnidaria	Stauromedusae	Lucernariidae	Lucernaria	Lucernaria quadricornis	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	8680069116
SRS674481	SRR1548374	SRS674481	1521550	4.798828125	NA	USA: Pacific Ocean, Monterey Bay, CA	36.69 N 122.04 W	Cnidaria	Siphonophorae	Agalmatidae	Lychnagalma	Lychnagalma utricularia	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	7166626200
SRS8613113	SRR14115223	SRS8613113	244865	1.234375	NA	Australia: Moreton Bay	NA	Cnidaria	Actiniaria	Actiniidae	Macrodactyla	Macrodactyla doreensis	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	3174291443
SRS674482	SRR1548375	SRS674482	338246	4.6962890625	NA	USA: Pacific Ocean, Monterey Bay, CA	36.07 N 122.29 W	Cnidaria	Siphonophorae	Agalmatidae	Marrus	Marrus claudanielis	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	7173218400
SRS901540	SRR1964789	SRS901540	1640648	4.2119140625	NA	NA	NA	Cnidaria	Actiniaria	Actinodendronidae	Megalactis	Megalactis griffithsi	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	8303367200
SRS2841659	SRR6480802	SRS2841659	6116	8.458984375	adult polyp	Sweden	NA	Cnidaria	Actiniaria	Metridiidae	Metridium	Metridium senile	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	14720973210
SRS1712313	SRR4294206	SRS1712313	544493	8.4111328125	colony	Puerto Rico: Lajas, Enrique Reef	17.95 N 67.05200000 W	Cnidaria	Anthoathecata	Milleporidae	Millepora	Millepora alcicornis	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	22802570514
ERS1455242	ERR1739593	ERS1455242	63558	2.73828125	NA	NA	NA	Cnidaria	Scleractinia	Montastraeidae	Montastraea	Montastraea cavernosa	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	3983368200
SRS2376074	SRR5858243	SRS2376074	105609	11.0029296875	live specimen	Australia: Central Great Barrier Reef, Pelorus Reef	18.55597 S 146.5046 E	Cnidaria	Scleractinia	Acroporidae	Montipora	Montipora aequituberculata	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	29468842200
SRS9133471	SRR14729890	SRS9133471	46704	3.1181640625	Kane'ohe Bay (O'ahu, Hawai'i), Reef 44: 21 degrees 28.595' N, 157 degrees 50.013' W	USA: O'ahu, Hawai'i	21.46253 N 157.80976 W	Cnidaria	Scleractinia	Acroporidae	Montipora	Montipora capitata	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	8595557800
SRS7628518	SRR12959202	SRS7628518	246305	3.2421875	Coral reefs	China: Spratly Islands	NA	Cnidaria	Scleractinia	Acroporidae	Montipora	Montipora capricornis	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	11096199600
ERS1801514	ERR2017835	ERS1801514	46705	1.8349609375	NA	NA	NA	Cnidaria	Scleractinia	Acroporidae	Montipora	Montipora digitata	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	3253672500
SRS7628507	SRR12959213	SRS7628507	591990	2.49609375	Coral reefs	China: Spratly Islands	NA	Cnidaria	Scleractinia	Acroporidae	Montipora	Montipora foliosa	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	8609292600
SRS4201675	SRR8386118	SRS4201675	246290	3.5439453125	NA	Hong Kong	NA	Cnidaria	Scleractinia	Acroporidae	Montipora	Montipora peltiformis	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	8692675200
ERS2178325	ERR2282061	ERS2178325	2052915	17.998046875	NA	NA	18.593769 N 146.484414 W	Cnidaria	Scleractinia	Acroporidae	Montipora	Montipora spumosa	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	46055932400
SRS3890353	SRR7983770	SRS3890353	686327	6.8271484375	Laboratory culture, OIST, Marine Genomics Unit	Japan: OIST, Okinawa	NA	Cnidaria	Carybdeida	Carukiidae	Morbakka	Morbakka virulenta	Marine	TRUE	RNA-Seq	TRANSCRIPTOMIC	FALSE	18234520851
SRS7517936	SRR12799982	SRS7517936	56546	5.3359375	NA	NA	NA	Cnidaria	Bivalvulida	Myxidiidae	Myxidium	Myxidium lieberkuehni	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	16241896400
SRS1077053	SRR2472987	SRS1077053	138709	9.1044921875	gill arch of Semotilus atromaculatus	Canada: Ontario	NA	Cnidaria	Bivalvulida	Myxobolidae	Myxobolus	Myxobolus pendula	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	13236602250
SRS3718778	SRR7760054	SRS3718778	59785	6.3515625	NA	NA	NA	Cnidaria	Bivalvulida	Myxobolidae	Myxobolus	Myxobolus squamalis	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	17186688333
SRS7517937	SRR12799981	SRS7517937	2294177	5.3876953125	NA	NA	NA	Cnidaria				Myxozoa sp.	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	16149610800
SRS431080	SRR871527	SRS431080	168759	6.0986328125	NA	USA: Monterey Canyon, CA	NA	Cnidaria	Siphonophorae	Agalmatidae	Nanomia	Nanomia bijuga	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	10506688600
SRS1340715	SRR3228732	SRS1340715	1813764	5.71875	deep water	Australia	NA	Cnidaria	Actiniaria	Nemathidae	Nemanthus	Nemanthus annamensis	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	15533501157
SRS2712506	SRR6320869	SRS2712506	45351	1.638671875	Rottinger Lab	not applicable	NA	Cnidaria	Actiniaria	Edwardsiidae	Nematostella	Nematostella vectensis	Marine	TRUE	RNA-Seq	TRANSCRIPTOMIC	FALSE	4383365056
SRS3714495	SRR7754712	SRS3714495	321803	2.0654296875	Yellow Sea	China:Yellow Sea	NA	Cnidaria	Rhizostomeae	Rhizostomatidae	Nemopilema	Nemopilema nomurai	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	5888186400
SRS4997540	SRR9330360	SRS4997540	130080	12.2109375	Mediterranean sea	Israel	32.29 N 34.53 E	Cnidaria	Scleractinia	Oculinidae	Oculina	Oculina patagonica	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	29460083436
SRS8748808	SRR14295589	SRS8748808	48498	2.67578125	Ocean	USA: Saint Thomas	NA	Cnidaria	Scleractinia	Merulinidae	Orbicella	Orbicella faveolata	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	6669773400
SRS4202293	SRR8386732	SRS4202293	154329	3.1953125	Adult colony in Singapore	Singapore: Pulau Satumu	NA	Cnidaria	Scleractinia	Oulastreidae	Oulastrea	Oulastrea crispata	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	9229333800
SRS6670444	SRR11802643	SRS6670444	2736680	2.72265625	NA	NA	NA	Cnidaria	Ceriantharia	Cerianthidae	Pachycerianthus	Pachycerianthus borealis	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	9130197750
SRS6670447	SRR11802640	SRS6670447	2736681	2.107421875	NA	NA	NA	Cnidaria	Ceriantharia	Cerianthidae	Pachycerianthus	Pachycerianthus maua	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	6966430000
ERS1997082	ERR2192879	ERS1997082	497657	2.056640625	NA	Australia	18.608001 S 146.489202 E	Cnidaria	Scleractinia	Agariciidae	Pachyseris	Pachyseris speciosa	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	5054003439
SRS1429523	SRR3492091	SRS1429523	134933	2.859375	colonies in the beachrock bands of reefs	Brazil: Pernambuco coast	NA	Cnidaria	Zoantharia	Sphenopidae	Palythoa	Palythoa caribaeorum	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	5041444140
SRS893454	SRR1952746	SRS893454	86597	3.595703125	colonies in the beachrock bands of reefs	Brazil: Pernambuco coast	NA	Cnidaria	Zoantharia	Sphenopidae	Palythoa	Palythoa variabilis	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	6079492260
SRS3546067	SRR7521179	SRS3546067	869566	10.4111328125	Mississippi Canyon lease block 294 (MC344)	USA: Gulf of Mexico	NA	Cnidaria	Alcyonacea	Plexauridae	Paramuricea	Paramuricea biscaya	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	15647611648
SRS8426219	SRR13925279	SRS8426219	1907294	8.544921875	Deep-sea coral	USA: Gulf of Mexico, Atwater Valley 357	NA	Cnidaria	Alcyonacea	Plexauridae	Paramuricea	Paramuricea sp.	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	13688644736
SRS4201686	SRR11852155	SRS4201686	227230	3.064453125	NA	Hong Kong	NA	Cnidaria	Scleractinia	Agariciidae	Pavona	Pavona decussata	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	7517493000
SRS1405779	SRR3407257	SRS1405779	400838	4.76953125	missing	France: Villefranche-sur-Mer	NA	Cnidaria	Semaeostomeae	Pelagiidae	Pelagia	Pelagia noctiluca	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	7571784362
SRS874379	SRR1915828	SRS874379	880221	2.025390625	Collected in the wild	Pacific Ocean: off the coast of Oregon	NA	Cnidaria	Coronatae	Periphyllidae	Periphylla	Periphylla periphylla	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	3528972900
SRS5419345	SRR10160711	SRS5419345	163701	2.1669921875	subtidal reef	Australia: Cairns	NA	Cnidaria	Actiniaria	Aliciidae	Phyllodiscus	Phyllodiscus semoni	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	6412240800
SRS431081	SRR871528	SRS431081	168775	4.189453125	NA	NA	13.83167 N 129.94333 W	Cnidaria	Siphonophorae	Physaliidae	Physalia	Physalia physalis	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	7296354600
SRS674489	SRR1548381	SRS674489	1521628	5.126953125	NA	USA: Pacific Ocean, Monterey Bay, CA	36.70 N 122.57 W	Cnidaria	Siphonophorae			Physonectae sp.	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	7648708600
SRS2868905	SRR6512853	SRS2868905	2078597	2.220703125	collected via remotely operated vehicle	Pacific Ocean: Monterey Bay, CA	36.36 N 122.40 W	Cnidaria	Siphonophorae	Physophoridae	Physophora	Physophora gilmeri	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	3969475400
SRS4201687	SRR8386106	SRS4201687	1136245	3.873046875	NA	Hong Kong	NA	Cnidaria	Scleractinia	Merulinidae	Platygyra	Platygyra carnosa	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	10703733000
SRS4202292	SRR8386733	SRS4202292	102205	3.2626953125	Adult colony in Singapore	Singapore: Pulau Satumu	NA	Cnidaria	Scleractinia	Merulinidae	Platygyra	Platygyra sinensis	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	9160665200
SRS4202295	SRR8386730	SRS4202295	187483	2.8388671875	Adult colony in Singapore	Singapore: Pulau Hantu	NA	Cnidaria	Scleractinia	Plesiastreidae	Plesiastrea	Plesiastrea versipora	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	8053562400
SRS1405690	SRR3407161	SRS1405690	1350358	7.5791015625	missing	Guadeloupe: Port-Louis	NA	Cnidaria	Antipatharia	Myriopathidae	Plumapathes	Plumapathes pennacea	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	12075468898
SRS3104533	SRR6914609	SRS3104533	1491507	3.828125	NA	Singapore	1.1602 N 103.7403 E	Cnidaria	Scleractinia	Pocilloporidae	Pocillopora	Pocillopora acuta	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	6509550966
SRS6297989	SRR11282433	SRS6297989	46731	4.666015625	NA	China	NA	Cnidaria	Scleractinia	Pocilloporidae	Pocillopora	Pocillopora damicornis	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	14494065600
SRS6741512	SRR11880672	SRS6741512	203993	13.03125	coral reef	Saudi Arabia: Al Fahal fore reef, Red Sea	NA	Cnidaria	Scleractinia	Pocilloporidae	Pocillopora	Pocillopora verrucosa	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	36559198296
SRS5501122	SRR10257945	SRS5501122	43186	8.0771484375	Fish roe	USA: Oklahoma	NA	Cnidaria	Polypodiidea	Polypodiidae	Polypodium	Polypodium hydriforme	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	19784879092
