"phylum","species","accession","nreads","Adenoviridae","Adintoviridae","Alloherpesviridae","Alphaflexiviridae","Amalgaviridae","Arteriviridae","Ascoviridae","Asfarviridae","Astroviridae","Baculoviridae","Betaflexiviridae","Botourmiaviridae","Bromoviridae","Caliciviridae","Caulimoviridae","Chuviridae","Circoviridae","Coronaviridae","Cruciviridae","Cystoviridae","Deltaflexiviridae","Dicistroviridae","Flaviviridae","Geminiviridae","Genomoviridae","Hepadnaviridae","Hepeviridae","Herpesviridae","Hypoviridae","Iflaviridae","Inoviridae","Iridoviridae","Lavidaviridae","Leviviridae","Luteoviridae","Marnaviridae","Marseilleviridae","Microviridae","Mimiviridae","Mitoviridae","Mymonaviridae","Uncertain family","Nairoviridae","Narnaviridae","Nimaviridae","Nudiviridae","Orthomyxoviridae","Papillomaviridae","Paramyxoviridae","Partitiviridae","Parvoviridae","Phenuiviridae","Phycodnaviridae","Picornaviridae","Pithoviridae","Polycipiviridae","Polydnaviridae","Polyomaviridae","Potyviridae","Poxviridae","Pseudoviridae","Reoviridae","Retroviridae","Rhabdoviridae","Secoviridae","Solemoviridae","Togaviridae","Tombusviridae","Totiviridae","Tymoviridae","Virgaviridae","Adomaviridae","Aliusviridae","Alphasatellitidae","Alphatetraviridae","Alvernaviridae","Amnoonviridae","Anelloviridae","Arenaviridae","Artoviridae","Aspiviridae","Bacilladnaviridae","Barnaviridae","Benyviridae","Bidnaviridae","Birnaviridae","Bornaviridae","Carmotetraviridae","Chrysoviridae","Closteroviridae","Cruliviridae","Endornaviridae","Filoviridae","Fimoviridae","Fusariviridae","Gammaflexiviridae","Hantaviridae","Hytrosaviridae","Kitaviridae","Kolmioviridae","Leishbuviridae","Lispiviridae","Malacoherpesviridae","Matonaviridae","Mayoviridae","Medioniviridae","Megabirnaviridae","Mesoniviridae","Metaviridae","Nanoviridae","Nodaviridae","Nyamiviridae","Ovaliviridae","Peribunyaviridae","Permutotetraviridae","Phasmaviridae","Picobirnaviridae","Pneumoviridae","Podoviridae","Polymycoviridae","Portogloboviridae","Qinviridae","Quadriviridae","Redondoviridae","Roniviridae","Sinhaliviridae","Smacoviridae","Solinviviridae","Tobaniviridae","Tospoviridae","Tristromaviridae","Xinmoviridae"
"MOLLUSCA","Lepidopleurus_cajetanus","SRR8245857",20430,2,1,7,8,0,6,29,7,0,111,6,0,0,2,9,0,7,8,53,0,0,0,763,0,1,0,838,57,0,1,0,312,0,1,0,0,427,0,4792,501,0,4161,10,0,18,9,0,10,2,61,1,12,1119,0,374,0,292,1,3,439,0,1,2587,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"MOLLUSCA","Lepidozona_mertensii","SRR11674130",9989753,56,1,1127,13,0,8,671,407,10,8210,10,0,1,9558096,0,0,4,11,0,0,0,0,20571,16,50,40,4813,397,0,0,0,989,2,0,15,30,10267,0,75146,4935,0,154441,27,0,34,528,8229,177,9,3291,2,68,14363,25,3998,0,224,11,43,3343,0,3,85026,2,4,0,7,0,5,7,1,0,1,0,0,0,0,204,1308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,420,3,0,0,0,0,0,0,16,0,0,0,1,0,0,0
"MOLLUSCA","Loligo_vulgaris","SRR3472303",78599,1,0,6,738,0,2,24,10,3,664,0,0,0,4,377,0,0,15,0,0,0,0,3124,0,14,5,628,214,0,0,0,739,6,1,0,0,10909,0,9314,2728,0,8012,10,0,27,34,0,44,0,139,0,0,2901,29,646,0,227,2,24,1022,0,1,31112,95,0,0,0,1,0,0,0,3,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,37,3,0,1,3,0,10,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MOLLUSCA","Lottia_sp.","SRR8318352",21566,11,0,13,604,0,1,78,18,1,37,1,30,0,12,0,0,0,46,0,0,0,2,682,0,0,0,29,34,0,0,0,394,0,0,0,0,2776,0,1856,5,0,1092,1,0,12,8,1,23,0,16,3,1,650,2,163,0,46,9,1,170,0,0,11235,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
"MOLLUSCA","Milax_gagates","SRR5239619",83777,30,35,151,1,0,17,6,14,3,266,3,1,0,13,1,0,5,32,6,2,4,0,3019,7,1,6,4411,556,0,0,2,252,0,2,0,6,940,0,12070,1940,0,20403,2,0,24,543,4,39,0,43,140,3,7035,6113,1249,0,965,1,12,1432,0,9,2330,11,0,8,7,4,2,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,7,0,0,0,5,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MOLLUSCA","Nacella_magellanica","SRR8318359",162056,3,0,37,127,0,2,41,15,0,848,11,0,0,19,1,0,6,103,22,3,0,2,9005,2,198,15,343,353,0,0,0,867,0,0,0,0,5179,0,44347,2735,0,19560,16,4,17,26,7,45,1,1032,74,0,19573,17,2195,0,273,11,50,7231,0,5,30557,2,0,0,0,2,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,1,1,13,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,3,0,0,0,22,0,0,1,0,0,0,2,0,0,0,0,0,0,0
"MOLLUSCA","Neomenia_carinata","SRR2057026",18505,0,26,16,3,0,4,6,1,9,78,1,0,0,5,14,0,1,36,2,0,0,7,310,3,5,0,256,130,1,0,0,66,4,0,0,0,508,1,3885,931,0,2019,14,0,7,19,4,22,10,15,14,1,768,16,333,0,530,7,4,234,0,25,2798,4,0,4,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,5,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MOLLUSCA","Neotrigonia_margaritacea","SRR1505121",139004,4,173,23,19,0,14,17,13,1,1032,5,0,0,2,27,1,0,133,0,1,0,2,4239,0,1,8,3568,704,0,3,0,122,0,3,0,0,1105,0,34006,4201,0,41595,25,0,76,47,6,92,1,206,3,1,7079,65,1173,0,350,10,6,2722,0,2,13425,9,1,0,1,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,9,0,0,0,9,0,1,2,0,1,0,4,0,0,0,0,0,1,0,0,0,1,5,25,0,0,0,0,6,0,2,0,1,0,0,0,0,0,0,0,0,1,0,4,0,0,0
"MOLLUSCA","Ophicardelus_sulcatus","SRR1505124",115144,40,0,80,752,0,4,36,35,0,813,0,0,0,29,50,0,11,164,5,0,1,1,10291,0,1,0,1986,719,0,0,1,419,28,0,1,0,2967,0,19643,3376,0,36498,25,1,37,75,5,20,41,274,3,0,3831,416,2434,0,187,7,4,1963,0,65,12616,33,7,1,6,6,0,9,1,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,0,0,2,3,1,0,0,0,0,0,39,0,0,0,3,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"MOLLUSCA","Pleuropoma_jana","SRR8318351",44585,5,0,13,466,0,2,8,6,2,91,1,0,5,3,15,0,0,347,0,0,0,0,1656,2,1,363,197,179,2,0,0,49,0,1,0,0,1794,0,2585,82,0,1441,2,4,33,136,39,51,4,14,13,4,364,94,121,0,138,0,4,210,0,8,23628,17,1,2,0,0,8,5,32,2,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,4,0,0,10,15,0,17,0,0,0,1,0,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0
"MOLLUSCA","Proneomenia_sluiteri","SRR6926327",8667,3,1,2,1,0,1,3,2,0,78,0,0,0,0,3,0,6,9,0,0,0,2,333,0,0,2,220,110,0,1,0,25,7,0,0,0,221,0,2433,52,0,960,1,0,4,3,6,37,24,1,0,0,458,5,143,0,31,2,4,97,0,0,895,1,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MOLLUSCA","Satsuma_myomphala","SRR2665508",866485,34,18,131,10,0,7,13538,42,4,11728,2,1,0,9,1,0,3,18,0,0,0,0,26678,224,1,8,22508,369,2,0,0,7261,189,3,0,0,19882,0,173188,33660,0,174886,4,6317,93,460,429,932,0,636,4,10,39681,705,2258,0,326,9,20,64577,0,31,14315,3,3,4,10,1,0,6,1,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,1,15,0,2,2,20,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,15,0,0,0
"MOLLUSCA","Spathoderma_clenchi","SRR8258011",45301,0,10,41,0,0,0,7426,2,0,126,0,0,0,0,40,0,1,1,1,0,0,2,92,0,0,0,110,15,0,0,0,114,0,3,0,2,137,0,21547,245,0,1573,0,0,1,17,4,19,0,14,6,0,666,1,179,0,34,0,0,873,0,0,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MOLLUSCA","Theba_pisana","SRR2004430",150543,38,11,21,4,0,32,19,16,2,323,3,0,0,0,26,0,1,259,1,0,0,0,3870,11,0,3,8497,904,0,0,0,301,36,2,0,0,3144,0,26962,7521,0,29319,13,0,62,77,8,122,10,305,430,0,19578,1214,2605,0,55,29,23,2313,0,11,17400,3,1,0,8,0,0,27,3,5,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,8,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,26,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"MOLLUSCA","Tonicia_schrammi","SRR11674132",172392,12,0,39,3,0,32,189,4,1,1589,7,0,0,5,18,1,1,41,1,0,0,0,9392,3,1,13,3003,281,0,0,0,759,21,46,0,0,4591,0,58889,5276,0,49751,18,0,13,27,4,5,2,102,2,7,5406,2,2996,0,241,1,1,5652,0,0,9838,19,0,109,2,0,6,1,83,0,0,0,0,0,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"MOLLUSCA","Urosalpinx_cinerea","SRR1505141",116533,18,29,56,3,0,9,41,28,3,559,4,0,0,0,112,0,3,149,1,0,0,8,3787,6,2,3,2139,1249,1,1,0,436,31,6,0,0,4051,0,23363,3676,0,25813,67,0,53,108,13,70,10,360,4,1,6556,581,1472,0,457,28,22,1942,0,22,17796,8,0,5,43,0,1,2,1,2,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,14,0,0,7,0,1,1,0,1,0,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,5,0,1,1,0,0,2,0,0,0,0,0,0,0,0
"NEMATODA","Halicephalobus_mephisto","SRR8784138",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NEMATODA","Heterodera_avenae","ERR414137",225614,195,0,215,0,0,0,0,0,0,636,0,0,0,0,0,0,0,0,0,0,1,0,2792,0,0,0,1569,195,0,0,0,706,0,0,0,0,3987,0,52881,6637,0,63882,0,0,111,81,0,0,0,3441,0,0,16882,0,3404,0,2971,0,0,12758,10,0,14399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NEMATODA","Strongyloides_stercoralis","ERR146943",622950,4,0,326,0,0,0,12,0,0,4542,0,0,0,0,0,0,0,0,0,0,0,0,20624,0,0,0,8714,307,0,0,0,1814,0,0,0,0,6918,0,112873,57713,0,113233,0,0,422,297,0,0,0,8697,0,0,56929,0,1092,0,7977,0,95,19058,0,0,137966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NEMATODA","Trichinella_nelsoni","SRR10446422",55829,0,0,2,0,0,0,14,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,6474,0,0,0,386,3,0,0,0,175,0,0,0,0,653,0,6270,520,0,11554,936,0,0,29,0,0,0,498,0,0,3031,0,17,0,2276,0,1,1853,0,0,4749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NEMATODA","Trichinella_sp.","SRR10446417",77388,0,0,10,0,0,0,105,1,1,1224,0,0,0,0,0,0,0,0,0,0,0,0,6997,0,0,0,611,35,0,0,0,69,0,0,0,0,1118,0,15338,1306,0,12724,213,0,1,59,0,0,0,790,0,0,6246,1,62,0,1821,0,0,6001,0,0,8107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NEMATOMORPHA","Gordius_sp.","SRR8943410",323646,9,0,1128,25,0,74,166,1342,0,9897,0,0,0,1,1415,0,2,7,0,0,1,0,22009,0,0,3,1363,351,0,0,0,3109,0,1,0,0,15286,0,90570,1701,0,75512,511,0,38,685,75,3,0,2294,2,1,13998,51,3681,0,6544,0,98,21884,0,0,9758,3,1,0,0,1,2,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NEMATOMORPHA","Nectonema_munidae","SRR8618616",550393,171,0,376,191,0,12,3961,846,4,4383,72,0,1,255,848,0,231,179,0,0,0,54,7398,2,117,58,405,4531,1,0,0,3561,666,0,0,0,28626,0,154821,5548,1,69395,0,61,382,1812,21,73,192,3536,3,1,51186,40,12153,0,12652,7,6694,20547,0,12,75835,352,0,0,1,1,71,2,119,0,0,0,0,0,0,3,7,106,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,38,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,17,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NEMATOMORPHA","Paragordius_varius","ERR1817119",1563166,80,0,207,77,0,142,846,12135,7,17713,37,0,0,32,6505,3,3,186,0,0,0,7,52920,1,3,6,3257,1856,0,23,0,20869,0,0,0,0,66056,0,436388,10730,0,370294,4284,0,269,1380,19139,11,156,70191,5,466,67199,55,24416,0,21843,0,9571,46090,0,24,82299,5394,0,1,1,0,19,3,0,1,0,0,0,0,0,4,0,194,0,0,0,0,0,0,126,0,0,1,0,1,0,0,0,12,0,0,0,1,0,79,43,1,0,0,0,0,2,1,0,0,0,24,0,1,0,0,1,1,0,2153,0,0,0,0,0,0,0,0,0,0
"NEMERTEA","Amphiporus_lactifloreus","SRR11906528",127317,0,0,0,0,0,0,5,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,9966,0,0,0,2635,48,0,0,0,208,0,0,0,0,1193,0,21285,8150,0,24709,123,0,0,0,0,0,0,1025,0,0,4374,0,135,0,5,0,0,3061,0,0,34943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NEMERTEA","Antarctonemertes_valida","SRR7687009",188097,0,0,16,0,0,0,88,0,0,511,0,0,0,0,0,0,0,0,0,0,0,0,9805,0,1,0,11525,616,0,0,0,336,0,0,0,0,3820,0,62621,1829,0,15716,161,0,0,97,0,0,0,1343,0,0,13663,0,209,0,313,0,0,1982,0,0,40676,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NEMERTEA","Baseodiscus_unicolor","SRR1505175",146301,2,33,25,0,0,0,1,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,3360,0,0,0,1,29,0,0,0,88,0,0,0,0,812,0,11788,3354,0,47764,74,0,0,20,0,0,0,333,0,0,3298,0,62,0,972,0,6,2466,0,0,51135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NEMERTEA","Cerebratulus_marginatus","SRR618507",160445,0,0,62,0,0,0,355,0,0,1580,0,0,0,0,0,0,0,0,0,0,0,1,1865,0,0,0,0,158,0,0,0,321,0,0,0,0,946,0,15386,8662,0,27839,21,0,2,45,0,0,0,596,0,0,4410,0,1534,0,309,0,0,2795,0,0,79593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NEMERTEA","Cerebratulus_sp.","SRR1797867",274629,0,0,0,0,0,0,11,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,9261,0,0,0,3,34,0,0,0,75,0,0,0,0,2638,0,22601,15458,0,64016,100,0,0,73,0,0,0,476,0,0,3447,0,1353,0,12,0,0,2112,0,0,130891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NEMERTEA","Hubrechtella_ijimai","SRR1505100",105481,0,0,0,0,0,0,2,0,0,1833,0,0,0,0,0,0,0,0,0,0,0,0,1946,0,0,0,311,57,0,0,0,616,0,0,0,0,362,0,11653,7365,0,30595,3,0,301,66,0,0,0,604,0,0,3086,0,517,0,333,0,8,4103,0,0,18397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NEMERTEA","Lineus_sanguineus","SRR3581115",99204,0,0,0,0,0,0,10,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,5884,0,0,0,0,23,0,0,0,65,0,0,0,0,1447,0,13175,8897,0,35489,61,0,0,60,0,0,0,477,0,0,2145,0,464,0,32,0,0,1615,0,0,13830,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NEMERTEA","Lineus_viridis","SRR3581106",286578,0,0,0,0,0,0,56,0,0,714,0,0,0,0,0,0,0,0,0,0,0,0,8855,0,0,0,3,144,0,0,0,254,0,0,0,0,3345,0,25141,15906,0,83509,297,0,0,127,0,0,0,1142,0,0,4290,0,1411,0,3,0,0,4422,0,0,102694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NEMERTEA","Malacobdella_grossa","SRR1611560",43004,0,0,0,0,0,0,247,0,0,544,0,0,0,0,1,0,0,0,0,0,0,0,1099,0,0,0,263,32,0,0,0,320,0,0,0,0,512,0,10994,1604,0,10673,29,0,0,0,0,0,0,394,0,0,596,0,151,0,4,0,0,1215,0,0,8231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NEMERTEA","Nipponnemertes_sp.","SRR1508368",212480,0,0,0,0,0,0,5,0,0,45,0,0,0,0,0,0,0,0,0,0,0,2,2778,0,0,0,2488,9,0,0,0,11,0,0,0,0,389,0,22674,8510,0,37129,118,0,0,0,0,0,0,235,0,0,6424,0,487,0,23,0,0,2936,0,0,102366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NEMERTEA","Notospermus_geniculatus","SRR5811995",169069,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,6936,0,0,0,0,51,0,0,0,130,0,0,0,0,1287,0,21593,14458,0,24684,118,0,0,37,0,0,0,177,0,0,4764,0,88,0,1,0,0,2690,0,0,70066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NEMERTEA","Paranemertes_peregrina","SRR1611562",46312,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,3310,0,0,0,640,1,0,0,0,9,0,0,0,0,309,0,2766,3428,0,18832,5,0,0,0,0,0,0,475,0,0,399,0,196,0,4,0,0,226,0,0,12880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NEMERTEA","Ramphogordius_lacteus","SRR3581128",111017,0,0,1,0,0,0,17,0,0,189,1,0,0,0,0,0,0,0,0,0,0,0,3954,0,0,0,13,52,0,0,0,131,0,0,0,0,2320,0,15562,8943,0,30907,208,0,0,88,0,0,0,637,0,0,3685,0,810,0,11,0,0,1775,0,0,25453,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NEMERTEA","Tubulanus_polymorphus","SRR1611583",92954,0,0,0,0,0,0,395,0,0,66,0,0,0,0,1,0,0,0,0,0,0,0,2732,0,0,0,394,5,0,0,0,21,0,0,0,0,1174,0,8377,12191,0,16635,46,0,0,117,0,0,0,513,0,0,1012,0,78,0,2,0,1,599,0,0,44443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ONYCHOPHORA","Eoperipatus_sp.","SRR14868528",59763,0,0,4,0,0,0,13,0,0,41,0,0,0,0,0,0,0,0,0,0,0,2,2361,0,0,0,119,5,0,0,0,4353,0,0,0,0,330,0,3200,790,0,25676,34,0,2,28,0,0,0,104,0,0,386,0,116,0,19,0,0,401,0,0,16158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ONYCHOPHORA","Eoperipatus_totoro","SRR14561348",229116,0,0,13,0,0,0,8,0,0,147,0,0,0,0,0,0,0,0,0,0,0,1,20578,0,0,0,769,41,0,0,0,61,0,0,0,0,2853,0,34053,7107,0,99980,11,0,3,124,0,0,0,1012,0,0,3067,0,1359,0,130,0,60,3055,0,3,31617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ONYCHOPHORA","Epiperipatus_broadwayi","SRR13614426",31080,1,0,0,0,0,0,17,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,3271,0,0,0,52,11,0,0,0,37,0,0,0,0,190,0,8714,867,0,6371,0,0,1,308,0,0,0,442,0,0,1284,0,117,0,11,0,0,340,0,0,5956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ONYCHOPHORA","Epiperipatus_sp.","SRR8320992",25363,2,0,0,0,0,0,22,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,2154,0,0,0,47,23,0,0,0,42,0,0,0,0,160,0,3912,963,0,5307,3,0,10,60,0,0,0,235,0,0,1291,0,132,0,95,0,1,446,0,0,6792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
